booking_id,user_id,listing_id,location,country_code,checkin_date,checkout_date,price_per_night,guests,room_type,created_at,cancelled,currency
B1970,U296,L211,Rome,ITA,9/21/2024,9/26/2024,190.03,4,Entire Home,8/8/2024,FALSE,Unknown
B1971,U756,L226,Sydney,AUS,3/18/2024,4/1/2024,118.51,5,Private Room,2/20/2024,FALSE,Australian Dollar
B1972,U470,L464,New York,USA,8/18/2023,8/19/2023,279.6,5,Private Room,7/31/2023,FALSE,US Dollar
B1973,U105,L400,Berlin,DEU,12/9/2023,12/11/2023,192.95,1,Shared Room,10/13/2023,TRUE,Unknown
B1974,U806,L416,San Francisco,USA,9/13/2023,9/17/2023,132.31,1,Shared Room,9/2/2023,TRUE,US Dollar
B1975,U128,L445,Toronto,CAN,1/25/2023,2/4/2023,206.57,3,Private Room,12/4/2022,TRUE,Canadian Dollar
B1976,U210,L442,Berlin,DEU,12/15/2023,12/29/2023,255.41,5,Entire Home,12/11/2023,TRUE,Unknown
B1977,U894,L424,San Francisco,USA,10/2/2024,10/10/2024,81.21,1,Entire Home,8/25/2024,FALSE,US Dollar
B1978,U420,L233,Paris,FRA,3/5/2023,3/18/2023,63.7,5,Shared Room,2/4/2023,FALSE,Unknown
B1979,U167,L252,New York,USA,7/26/2024,7/27/2024,262.48,4,Entire Home,7/7/2024,FALSE,US Dollar
B1980,U338,L205,Barcelona,ESP,1/29/2024,2/6/2024,157.03,5,Shared Room,12/9/2023,TRUE,Unknown
B1981,U447,L213,Barcelona,ESP,6/13/2024,6/19/2024,98.12,1,Entire Home,5/6/2024,TRUE,Unknown
B1982,U707,L299,Amsterdam,NLD,5/10/2023,5/21/2023,114.07,4,Private Room,4/7/2023,FALSE,Unknown
B1983,U290,L324,Paris,FRA,2/15/2023,2/16/2023,127.92,4,Shared Room,2/6/2023,FALSE,Unknown
B1984,U418,L498,Rome,ITA,5/30/2023,6/2/2023,127.17,3,Private Room,4/29/2023,FALSE,Unknown
B1985,U108,L465,Amsterdam,NLD,11/4/2024,11/15/2024,64.33,5,Shared Room,10/25/2024,TRUE,Unknown
B1986,U532,L376,Berlin,DEU,7/25/2023,8/5/2023,100.32,1,Private Room,5/27/2023,TRUE,Unknown
B1987,U783,L443,Barcelona,ESP,9/6/2024,9/18/2024,263,5,Private Room,8/15/2024,FALSE,Unknown
B1988,U528,L368,Paris,FRA,4/18/2023,4/26/2023,247.3,1,Private Room,2/20/2023,TRUE,Unknown
B1989,U103,L314,Berlin,DEU,4/22/2024,5/2/2024,109.75,3,Shared Room,4/8/2024,FALSE,Unknown
B1990,U310,L404,Paris,FRA,1/7/2023,1/13/2023,68.43,1,Shared Room,1/6/2023,TRUE,Unknown
B1991,U245,L348,Barcelona,ESP,7/19/2023,7/30/2023,278.18,3,Entire Home,6/11/2023,TRUE,Unknown
B1992,U303,L301,Tokyo,JPN,6/28/2023,7/2/2023,115.5,2,Private Room,5/2/2023,TRUE,Yen
B1993,U282,L300,New York,USA,6/30/2023,7/14/2023,277.66,1,Shared Room,6/13/2023,TRUE,US Dollar
B1994,U488,L256,Sydney,AUS,8/4/2023,8/9/2023,110.04,3,Shared Room,7/5/2023,TRUE,Australian Dollar
B1995,U639,L422,San Francisco,USA,5/2/2023,5/5/2023,281.04,2,Entire Home,3/6/2023,FALSE,US Dollar
B1996,U811,L391,Sydney,AUS,9/5/2024,9/12/2024,111.14,1,Shared Room,7/26/2024,TRUE,Australian Dollar
B1997,U974,L474,Tokyo,JPN,6/2/2023,6/8/2023,63.31,3,Entire Home,5/17/2023,FALSE,Yen
B1998,U314,L241,Barcelona,ESP,11/10/2024,11/20/2024,91.86,4,Shared Room,11/5/2024,FALSE,Unknown
B1999,U610,L465,Barcelona,ESP,7/3/2023,7/9/2023,143.47,4,Shared Room,5/18/2023,FALSE,Unknown
B2000,U585,L337,Amsterdam,NLD,2/15/2024,2/26/2024,247.66,1,Entire Home,12/18/2023,TRUE,Unknown
B2001,U307,L431,Berlin,DEU,2/10/2024,2/14/2024,156.26,4,Shared Room,1/21/2024,TRUE,Unknown
B2002,U962,L391,Tokyo,JPN,7/17/2024,7/19/2024,237.91,3,Private Room,7/8/2024,FALSE,Yen
B2003,U335,L498,New York,USA,4/21/2024,4/30/2024,134.09,4,Private Room,3/12/2024,FALSE,US Dollar
B2004,U518,L388,Barcelona,ESP,11/21/2023,11/26/2023,56.18,4,Entire Home,10/27/2023,FALSE,Unknown
B2005,U760,L238,Sydney,AUS,3/26/2023,3/31/2023,175.44,5,Shared Room,1/31/2023,TRUE,Australian Dollar
B2006,U904,L341,Berlin,DEU,4/11/2023,4/13/2023,140.06,5,Entire Home,4/6/2023,FALSE,Unknown
B2007,U301,L368,Tokyo,JPN,11/6/2023,11/18/2023,242.12,3,Entire Home,9/14/2023,TRUE,Yen
B2008,U975,L478,Tokyo,JPN,1/9/2023,1/22/2023,120.46,3,Private Room,12/20/2022,FALSE,Yen
B2009,U941,L496,New York,USA,4/28/2024,5/9/2024,297.32,2,Private Room,3/26/2024,TRUE,US Dollar
B2010,U332,L307,Barcelona,ESP,8/28/2023,9/6/2023,246.49,4,Shared Room,7/21/2023,FALSE,Unknown
B2011,U448,L243,Sydney,AUS,7/12/2023,7/19/2023,285.48,4,Entire Home,5/23/2023,FALSE,Australian Dollar
B2012,U560,L485,New York,USA,1/19/2024,1/22/2024,268.44,3,Shared Room,12/13/2023,TRUE,US Dollar
B2013,U611,L381,Sydney,AUS,8/19/2023,8/26/2023,221.44,4,Shared Room,7/22/2023,FALSE,Australian Dollar
B2014,U433,L500,New York,USA,8/4/2024,8/17/2024,280.54,2,Private Room,8/1/2024,FALSE,US Dollar
B2015,U490,L304,Toronto,CAN,3/7/2023,3/16/2023,97.08,1,Private Room,2/10/2023,FALSE,Canadian Dollar
B2016,U754,L355,San Francisco,USA,6/25/2023,6/27/2023,188.23,1,Shared Room,5/12/2023,FALSE,US Dollar
B2017,U127,L295,Berlin,DEU,3/13/2023,3/20/2023,101.47,3,Shared Room,2/22/2023,TRUE,Unknown
B2018,U565,L229,Sydney,AUS,6/14/2024,6/15/2024,131.69,4,Private Room,6/3/2024,TRUE,Australian Dollar
B2019,U213,L266,Rome,ITA,3/4/2024,3/12/2024,67.19,2,Entire Home,1/16/2024,TRUE,Unknown
B2020,U417,L421,Barcelona,ESP,6/12/2023,6/22/2023,284.79,5,Entire Home,5/6/2023,FALSE,Unknown
B2021,U382,L303,New York,USA,5/27/2023,6/4/2023,256.15,5,Entire Home,5/22/2023,FALSE,US Dollar
B2022,U682,L451,Barcelona,ESP,4/18/2024,4/28/2024,234.32,3,Shared Room,4/15/2024,FALSE,Unknown
B2023,U455,L352,Toronto,CAN,9/19/2024,10/3/2024,262.46,4,Entire Home,7/29/2024,TRUE,Canadian Dollar
B2024,U732,L421,Barcelona,ESP,1/29/2024,2/9/2024,224.63,1,Private Room,1/17/2024,TRUE,Unknown
B2025,U345,L280,Tokyo,JPN,10/5/2024,10/14/2024,216.66,1,Shared Room,9/16/2024,TRUE,Yen
B2026,U605,L410,Rome,ITA,5/5/2023,5/11/2023,238.85,5,Private Room,4/30/2023,FALSE,Unknown
B2027,U561,L284,Tokyo,JPN,8/1/2023,8/10/2023,165.54,1,Shared Room,7/29/2023,FALSE,Yen
B2028,U490,L375,Toronto,CAN,7/19/2023,7/26/2023,52.68,1,Shared Room,7/16/2023,TRUE,Canadian Dollar
B2029,U434,L437,Barcelona,ESP,4/17/2024,4/19/2024,187.11,2,Shared Room,4/11/2024,FALSE,Unknown
B2030,U243,L441,Tokyo,JPN,6/15/2023,6/18/2023,54.52,1,Entire Home,4/22/2023,FALSE,Yen
B2031,U227,L473,Toronto,CAN,6/22/2023,6/24/2023,240.9,3,Entire Home,5/10/2023,FALSE,Canadian Dollar
B2032,U466,L291,Berlin,DEU,1/1/2025,1/2/2025,218.76,2,Private Room,11/4/2024,TRUE,Unknown
B2033,U956,L467,San Francisco,USA,2/4/2024,2/16/2024,161,5,Entire Home,1/15/2024,TRUE,US Dollar
B2034,U890,L393,Berlin,DEU,9/13/2023,9/19/2023,109.64,1,Entire Home,7/16/2023,FALSE,Unknown
B2035,U128,L207,Sydney,AUS,7/16/2023,7/27/2023,65.79,1,Shared Room,6/3/2023,TRUE,Australian Dollar
B2036,U841,L285,New York,USA,3/1/2024,3/10/2024,253.91,3,Shared Room,2/23/2024,TRUE,US Dollar
B2037,U739,L306,Rome,ITA,2/9/2024,2/16/2024,108.1,1,Private Room,2/1/2024,FALSE,Unknown
B2038,U277,L207,Toronto,CAN,10/31/2024,11/6/2024,147.3,4,Entire Home,10/30/2024,TRUE,Canadian Dollar
B2039,U773,L342,Amsterdam,NLD,1/13/2024,1/14/2024,271.37,4,Private Room,1/8/2024,FALSE,Unknown
B2040,U204,L474,Amsterdam,NLD,6/25/2023,6/30/2023,199.97,4,Shared Room,6/18/2023,TRUE,Unknown
B2041,U440,L289,Sydney,AUS,11/13/2024,11/21/2024,133.78,5,Shared Room,11/8/2024,FALSE,Australian Dollar
B2042,U491,L461,Berlin,DEU,5/30/2024,6/9/2024,297.1,2,Entire Home,4/14/2024,TRUE,Unknown
B2043,U416,L321,Toronto,CAN,9/7/2023,9/17/2023,64.98,3,Private Room,9/1/2023,FALSE,Canadian Dollar
B2044,U306,L277,Toronto,CAN,7/29/2023,8/9/2023,109.52,5,Private Room,7/26/2023,FALSE,Canadian Dollar
B2045,U237,L342,Sydney,AUS,10/21/2024,11/3/2024,59.9,4,Shared Room,9/2/2024,FALSE,Australian Dollar
B2046,U868,L212,Berlin,DEU,12/6/2023,12/12/2023,101.45,1,Shared Room,11/20/2023,TRUE,Unknown
B2047,U920,L313,Amsterdam,NLD,1/26/2024,2/4/2024,95.89,1,Entire Home,1/5/2024,FALSE,Unknown
B2048,U171,L298,New York,USA,10/11/2024,10/14/2024,81.39,2,Shared Room,9/27/2024,TRUE,US Dollar
B2049,U341,L459,San Francisco,USA,3/12/2024,3/24/2024,127.87,2,Entire Home,2/11/2024,FALSE,US Dollar
B2050,U280,L327,Tokyo,JPN,10/20/2023,10/30/2023,291.93,2,Private Room,9/21/2023,FALSE,Yen
B2051,U181,L384,Toronto,CAN,1/22/2024,1/25/2024,160.34,5,Shared Room,12/22/2023,FALSE,Canadian Dollar
B2052,U878,L279,Barcelona,ESP,1/21/2023,2/3/2023,156.85,1,Private Room,12/27/2022,TRUE,Unknown
B2053,U666,L289,Tokyo,JPN,1/25/2024,2/2/2024,163.4,4,Shared Room,1/5/2024,FALSE,Yen
B2054,U173,L370,Paris,FRA,4/25/2024,4/29/2024,279.03,1,Entire Home,4/15/2024,FALSE,Unknown
B2055,U603,L407,Toronto,CAN,2/9/2024,2/21/2024,146.01,3,Shared Room,1/16/2024,TRUE,Canadian Dollar
B2056,U518,L219,San Francisco,USA,1/30/2024,2/9/2024,98.56,4,Private Room,1/19/2024,FALSE,US Dollar
B2057,U621,L450,Sydney,AUS,12/14/2024,12/15/2024,146.33,4,Shared Room,11/2/2024,TRUE,Australian Dollar
B2058,U348,L444,New York,USA,1/6/2024,1/17/2024,219.11,2,Private Room,11/21/2023,FALSE,US Dollar
B2059,U797,L275,Tokyo,JPN,9/11/2023,9/21/2023,287.94,2,Entire Home,8/4/2023,TRUE,Yen
B2060,U889,L247,Toronto,CAN,2/12/2024,2/24/2024,293.54,1,Shared Room,1/5/2024,TRUE,Canadian Dollar
B2061,U997,L416,Paris,FRA,3/13/2024,3/18/2024,125.55,5,Shared Room,1/28/2024,FALSE,Unknown
B2062,U700,L357,Toronto,CAN,4/2/2023,4/4/2023,193.15,3,Entire Home,2/20/2023,FALSE,Canadian Dollar
B2063,U866,L307,Toronto,CAN,12/16/2024,12/21/2024,296.76,4,Entire Home,12/15/2024,TRUE,Canadian Dollar
B2064,U171,L413,Rome,ITA,3/2/2024,3/13/2024,233.26,2,Entire Home,2/12/2024,FALSE,Unknown
B2065,U290,L268,Berlin,DEU,5/13/2024,5/16/2024,287.12,4,Shared Room,4/10/2024,TRUE,Unknown
B2066,U290,L302,New York,USA,7/7/2023,7/20/2023,97.97,4,Private Room,5/19/2023,TRUE,US Dollar
B2067,U989,L285,San Francisco,USA,10/28/2023,10/30/2023,81.17,1,Private Room,10/3/2023,TRUE,US Dollar
B2068,U699,L320,Barcelona,ESP,5/11/2024,5/22/2024,75.2,1,Private Room,3/23/2024,TRUE,Unknown
B2069,U781,L498,New York,USA,4/10/2023,4/14/2023,247.95,4,Shared Room,3/7/2023,FALSE,US Dollar
B2070,U597,L442,Sydney,AUS,9/10/2024,9/17/2024,142.7,3,Private Room,8/19/2024,TRUE,Australian Dollar
B2071,U469,L404,Toronto,CAN,9/17/2024,9/18/2024,268.27,1,Entire Home,8/25/2024,FALSE,Canadian Dollar
B2072,U991,L405,Paris,FRA,1/27/2023,2/6/2023,267.25,3,Shared Room,1/19/2023,TRUE,Unknown
B2073,U477,L431,Amsterdam,NLD,12/3/2024,12/14/2024,168.8,4,Shared Room,10/8/2024,TRUE,Unknown
B2074,U103,L364,New York,USA,10/10/2024,10/16/2024,61.44,3,Shared Room,8/15/2024,FALSE,US Dollar
B2075,U339,L448,Toronto,CAN,9/19/2024,10/2/2024,137.08,4,Shared Room,9/13/2024,TRUE,Canadian Dollar
B2076,U851,L397,Tokyo,JPN,9/13/2024,9/17/2024,85.79,5,Shared Room,7/29/2024,TRUE,Yen
B2077,U230,L454,San Francisco,USA,11/5/2023,11/19/2023,299.08,4,Entire Home,9/22/2023,FALSE,US Dollar
B2078,U218,L446,Rome,ITA,9/4/2023,9/8/2023,92.61,1,Entire Home,8/21/2023,FALSE,Unknown
B2079,U832,L214,Paris,FRA,12/1/2023,12/8/2023,120.09,3,Shared Room,10/12/2023,FALSE,Unknown
B2080,U786,L263,Paris,FRA,7/1/2024,7/12/2024,172.99,3,Entire Home,5/15/2024,TRUE,Unknown
B2081,U759,L375,Toronto,CAN,1/26/2024,2/6/2024,246.27,4,Entire Home,12/15/2023,TRUE,Canadian Dollar
B2082,U365,L259,Tokyo,JPN,3/31/2023,4/2/2023,135.06,5,Entire Home,3/25/2023,TRUE,Yen
B2083,U686,L388,Paris,FRA,11/17/2023,11/24/2023,234.23,3,Entire Home,10/11/2023,TRUE,Unknown
B2084,U967,L398,Toronto,CAN,11/24/2023,12/7/2023,249.38,2,Shared Room,10/31/2023,TRUE,Canadian Dollar
B2085,U209,L402,New York,USA,7/5/2024,7/19/2024,128.98,3,Entire Home,6/5/2024,FALSE,US Dollar
B2086,U796,L433,Paris,FRA,9/7/2024,9/12/2024,236.76,1,Shared Room,8/28/2024,FALSE,Unknown
B2087,U416,L457,San Francisco,USA,10/8/2023,10/22/2023,193.49,2,Private Room,8/23/2023,FALSE,US Dollar
B2088,U821,L392,New York,USA,12/8/2023,12/11/2023,229.19,2,Shared Room,10/16/2023,TRUE,US Dollar
B2089,U986,L291,Barcelona,ESP,2/6/2024,2/11/2024,214.81,2,Entire Home,12/15/2023,FALSE,Unknown
B2090,U445,L416,Barcelona,ESP,12/23/2023,1/5/2024,147.77,5,Shared Room,11/27/2023,FALSE,Unknown
B2091,U389,L299,Rome,ITA,2/8/2024,2/10/2024,130.85,5,Entire Home,1/30/2024,FALSE,Unknown
B2092,U568,L283,Amsterdam,NLD,5/21/2023,5/29/2023,170.61,2,Entire Home,4/6/2023,TRUE,Unknown
B2093,U923,L300,New York,USA,1/6/2024,1/18/2024,193.92,2,Private Room,11/12/2023,FALSE,US Dollar
B2094,U795,L286,New York,USA,4/9/2023,4/15/2023,94.91,1,Entire Home,3/9/2023,FALSE,US Dollar
B2095,U707,L422,Paris,FRA,10/4/2024,10/16/2024,111.25,1,Entire Home,9/8/2024,FALSE,Unknown
B2096,U600,L354,Amsterdam,NLD,6/26/2023,7/7/2023,143.84,1,Private Room,5/9/2023,FALSE,Unknown
B2097,U381,L427,Sydney,AUS,1/12/2023,1/14/2023,70.66,4,Shared Room,1/4/2023,TRUE,Australian Dollar
B2098,U123,L500,Amsterdam,NLD,8/9/2024,8/17/2024,223.43,1,Shared Room,7/22/2024,TRUE,Unknown
B2099,U493,L447,Toronto,CAN,11/2/2023,11/12/2023,74.86,1,Shared Room,10/24/2023,TRUE,Canadian Dollar
B2100,U515,L210,Toronto,CAN,7/23/2024,8/6/2024,245.87,5,Private Room,6/18/2024,TRUE,Canadian Dollar
B2101,U631,L499,Rome,ITA,12/31/2024,1/14/2025,212.93,2,Shared Room,11/10/2024,TRUE,Unknown
B2102,U285,L292,New York,USA,7/22/2024,7/30/2024,128.57,1,Entire Home,5/31/2024,TRUE,US Dollar
B2103,U768,L282,San Francisco,USA,7/29/2024,8/3/2024,238.27,1,Entire Home,6/4/2024,FALSE,US Dollar
B2104,U472,L478,Paris,FRA,3/9/2024,3/20/2024,112.08,1,Shared Room,3/8/2024,FALSE,Unknown
B2105,U774,L473,Barcelona,ESP,5/24/2023,6/3/2023,223.78,5,Private Room,4/22/2023,TRUE,Unknown
B2106,U804,L250,New York,USA,8/31/2023,9/1/2023,85.42,2,Entire Home,8/18/2023,TRUE,US Dollar
B2107,U705,L383,Tokyo,JPN,5/12/2023,5/24/2023,155.5,5,Private Room,4/2/2023,FALSE,Yen
B2108,U490,L283,Toronto,CAN,4/12/2024,4/14/2024,219.13,2,Shared Room,3/26/2024,TRUE,Canadian Dollar
B2109,U172,L337,Berlin,DEU,1/1/2025,1/7/2025,214.33,5,Shared Room,11/25/2024,TRUE,Unknown
B2110,U529,L278,Sydney,AUS,3/20/2024,3/27/2024,291,2,Entire Home,3/18/2024,FALSE,Australian Dollar
B2111,U227,L472,San Francisco,USA,12/1/2024,12/10/2024,66.49,1,Private Room,11/4/2024,FALSE,US Dollar
B2112,U896,L339,Paris,FRA,8/20/2023,8/25/2023,74.49,2,Private Room,8/19/2023,TRUE,Unknown
B2113,U901,L263,Paris,FRA,6/23/2024,7/5/2024,126.64,4,Entire Home,4/27/2024,FALSE,Unknown
B2114,U817,L492,Tokyo,JPN,7/18/2024,7/23/2024,74.77,1,Entire Home,6/9/2024,FALSE,Yen
B2115,U869,L399,Paris,FRA,12/20/2023,1/2/2024,219.45,5,Shared Room,11/2/2023,FALSE,Unknown
B2116,U588,L265,Tokyo,JPN,1/10/2023,1/21/2023,228.31,2,Entire Home,12/8/2022,FALSE,Yen
B2117,U681,L336,New York,USA,10/16/2024,10/22/2024,244.38,5,Private Room,8/31/2024,FALSE,US Dollar
B2118,U287,L424,Sydney,AUS,4/24/2024,5/3/2024,118.96,4,Shared Room,4/5/2024,TRUE,Australian Dollar
B2119,U412,L244,Tokyo,JPN,2/21/2024,3/5/2024,261.31,1,Entire Home,1/31/2024,TRUE,Yen
B2120,U195,L284,Amsterdam,NLD,2/28/2023,3/2/2023,121.46,4,Entire Home,1/11/2023,FALSE,Unknown
B2121,U793,L460,Paris,FRA,5/6/2024,5/14/2024,221.28,5,Shared Room,4/3/2024,TRUE,Unknown
B2122,U515,L207,Amsterdam,NLD,7/14/2023,7/28/2023,51.82,4,Shared Room,5/27/2023,FALSE,Unknown
B2123,U350,L470,Amsterdam,NLD,2/13/2023,2/23/2023,291.16,5,Entire Home,1/15/2023,TRUE,Unknown
B2124,U176,L387,Paris,FRA,6/10/2024,6/16/2024,155.68,4,Entire Home,6/6/2024,FALSE,Unknown
B2125,U215,L373,Berlin,DEU,7/6/2024,7/20/2024,264.45,3,Private Room,5/17/2024,FALSE,Unknown
B2126,U400,L335,Berlin,DEU,1/3/2023,1/15/2023,192.21,2,Private Room,11/23/2022,TRUE,Unknown
B2127,U574,L449,New York,USA,12/31/2023,1/1/2024,165.09,3,Private Room,11/21/2023,TRUE,US Dollar
B2128,U105,L379,Paris,FRA,2/16/2024,2/22/2024,75.33,4,Entire Home,2/15/2024,TRUE,Unknown
B2129,U641,L463,Paris,FRA,2/25/2024,2/27/2024,171.85,2,Shared Room,12/28/2023,FALSE,Unknown
B2130,U331,L440,Toronto,CAN,1/19/2024,1/24/2024,157.09,2,Shared Room,12/26/2023,FALSE,Canadian Dollar
B2131,U211,L424,Barcelona,ESP,6/15/2023,6/18/2023,236.77,1,Private Room,5/23/2023,TRUE,Unknown
B2132,U213,L297,Tokyo,JPN,2/11/2023,2/14/2023,155.26,3,Entire Home,1/16/2023,TRUE,Yen
B2133,U782,L301,Barcelona,ESP,11/12/2024,11/17/2024,155.27,5,Private Room,11/4/2024,TRUE,Unknown
B2134,U432,L404,Rome,ITA,2/3/2024,2/6/2024,289.42,1,Entire Home,1/26/2024,TRUE,Unknown
B2135,U452,L456,New York,USA,12/1/2024,12/5/2024,219.58,3,Private Room,11/27/2024,TRUE,US Dollar
B2136,U544,L445,Tokyo,JPN,10/16/2023,10/24/2023,240.22,2,Shared Room,10/10/2023,TRUE,Yen
B2137,U846,L461,Paris,FRA,9/13/2023,9/18/2023,78.75,3,Shared Room,7/25/2023,TRUE,Unknown
B2138,U782,L419,Berlin,DEU,4/30/2024,5/12/2024,252.49,5,Shared Room,3/10/2024,TRUE,Unknown
B2139,U293,L276,Berlin,DEU,5/4/2023,5/7/2023,59.59,2,Entire Home,4/8/2023,FALSE,Unknown
B2140,U118,L302,San Francisco,USA,2/22/2023,3/1/2023,181.24,2,Entire Home,1/26/2023,FALSE,US Dollar
B2141,U536,L445,New York,USA,6/6/2024,6/13/2024,62.91,1,Private Room,4/25/2024,FALSE,US Dollar
B2142,U387,L379,Toronto,CAN,9/10/2023,9/16/2023,61.89,1,Entire Home,7/14/2023,TRUE,Canadian Dollar
B2143,U776,L364,Berlin,DEU,10/20/2023,10/28/2023,277.12,1,Private Room,10/2/2023,TRUE,Unknown
B2144,U358,L451,Sydney,AUS,12/9/2023,12/14/2023,74.22,1,Shared Room,12/1/2023,TRUE,Australian Dollar
B2145,U439,L384,Sydney,AUS,8/26/2024,9/4/2024,142.9,3,Entire Home,7/18/2024,FALSE,Australian Dollar
B2146,U189,L254,Paris,FRA,10/6/2024,10/18/2024,80.09,5,Shared Room,8/28/2024,TRUE,Unknown
B2147,U297,L428,San Francisco,USA,3/18/2023,3/27/2023,135.72,4,Entire Home,2/6/2023,TRUE,US Dollar
B2148,U144,L265,Berlin,DEU,3/4/2024,3/13/2024,113.13,5,Private Room,1/18/2024,FALSE,Unknown
B2149,U559,L260,Toronto,CAN,3/11/2023,3/19/2023,180.94,5,Entire Home,2/12/2023,TRUE,Canadian Dollar
B2150,U713,L340,Paris,FRA,10/24/2023,10/25/2023,65.2,2,Shared Room,9/17/2023,FALSE,Unknown
B2151,U606,L472,Rome,ITA,3/18/2023,3/21/2023,237.68,4,Shared Room,2/17/2023,FALSE,Unknown
B2152,U510,L339,Berlin,DEU,7/8/2023,7/9/2023,192.97,5,Shared Room,6/27/2023,TRUE,Unknown
B2153,U909,L462,Barcelona,ESP,5/30/2024,6/11/2024,181.27,3,Entire Home,4/13/2024,FALSE,Unknown
B2154,U825,L337,Rome,ITA,5/2/2023,5/5/2023,61.4,2,Private Room,4/17/2023,TRUE,Unknown
B2155,U754,L275,Tokyo,JPN,5/17/2023,5/22/2023,247.66,2,Entire Home,3/22/2023,TRUE,Yen
B2156,U101,L377,Amsterdam,NLD,1/13/2024,1/19/2024,286.61,5,Private Room,1/7/2024,TRUE,Unknown
B2157,U518,L350,Sydney,AUS,2/28/2023,3/11/2023,52.6,3,Entire Home,1/6/2023,FALSE,Australian Dollar
B2158,U280,L331,New York,USA,7/4/2024,7/15/2024,244.55,5,Entire Home,5/9/2024,FALSE,US Dollar
B2159,U769,L331,Amsterdam,NLD,7/18/2024,7/22/2024,160.55,3,Private Room,5/26/2024,TRUE,Unknown
B2160,U695,L402,Paris,FRA,4/1/2024,4/5/2024,231.57,3,Entire Home,2/14/2024,FALSE,Unknown
B2161,U195,L453,Paris,FRA,4/15/2024,4/18/2024,265.59,2,Shared Room,2/22/2024,FALSE,Unknown
B2162,U846,L292,Tokyo,JPN,1/22/2023,1/27/2023,271.31,4,Shared Room,1/11/2023,TRUE,Yen
B2163,U171,L273,San Francisco,USA,3/12/2024,3/16/2024,277.28,4,Entire Home,2/11/2024,TRUE,US Dollar
B2164,U844,L206,Amsterdam,NLD,4/13/2023,4/20/2023,55.18,1,Shared Room,3/19/2023,TRUE,Unknown
B2165,U235,L327,San Francisco,USA,10/2/2023,10/5/2023,199.91,1,Entire Home,8/22/2023,FALSE,US Dollar
B2166,U973,L243,Berlin,DEU,5/23/2023,5/31/2023,190.71,4,Entire Home,4/4/2023,FALSE,Unknown
B2167,U439,L445,Paris,FRA,9/7/2023,9/8/2023,223.01,5,Entire Home,8/3/2023,TRUE,Unknown
B2168,U944,L222,San Francisco,USA,7/11/2024,7/16/2024,177.89,4,Entire Home,7/4/2024,TRUE,US Dollar
B2169,U329,L212,Berlin,DEU,3/13/2024,3/20/2024,138.33,3,Entire Home,3/3/2024,FALSE,Unknown
B2170,U803,L257,Barcelona,ESP,6/23/2023,6/25/2023,75.43,3,Private Room,6/8/2023,TRUE,Unknown
B2171,U730,L370,San Francisco,USA,1/5/2024,1/7/2024,60.84,2,Entire Home,11/8/2023,FALSE,US Dollar
B2172,U643,L371,Amsterdam,NLD,7/5/2023,7/16/2023,87.56,3,Shared Room,6/7/2023,FALSE,Unknown
B2173,U456,L253,Tokyo,JPN,5/26/2024,6/6/2024,283.22,1,Entire Home,5/2/2024,TRUE,Yen
B2174,U896,L275,Sydney,AUS,6/1/2023,6/8/2023,230.34,4,Entire Home,5/3/2023,TRUE,Australian Dollar
B2175,U691,L418,Tokyo,JPN,5/29/2023,5/31/2023,298.69,2,Private Room,5/8/2023,FALSE,Yen
B2176,U426,L453,Toronto,CAN,5/7/2024,5/19/2024,200.44,3,Entire Home,4/10/2024,TRUE,Canadian Dollar
B2177,U492,L414,Rome,ITA,5/24/2024,6/2/2024,173.15,5,Entire Home,4/19/2024,FALSE,Unknown
B2178,U185,L497,Toronto,CAN,6/23/2024,7/3/2024,223.37,2,Shared Room,5/4/2024,TRUE,Canadian Dollar
B2179,U340,L385,New York,USA,7/28/2023,8/11/2023,140.6,4,Entire Home,7/26/2023,TRUE,US Dollar
B2180,U161,L378,Sydney,AUS,5/23/2023,5/28/2023,86.04,5,Private Room,4/23/2023,TRUE,Australian Dollar
B2181,U315,L314,New York,USA,5/22/2023,5/24/2023,225.99,4,Shared Room,4/7/2023,TRUE,US Dollar
B2182,U812,L417,Sydney,AUS,2/25/2023,3/9/2023,215.69,1,Private Room,2/18/2023,TRUE,Australian Dollar
B2183,U130,L275,Sydney,AUS,5/25/2023,5/27/2023,69.27,5,Private Room,5/9/2023,TRUE,Australian Dollar
B2184,U883,L293,Barcelona,ESP,5/24/2023,6/5/2023,224.64,3,Private Room,4/20/2023,FALSE,Unknown
B2185,U839,L372,Barcelona,ESP,10/22/2024,11/3/2024,121.69,2,Entire Home,10/21/2024,TRUE,Unknown
B2186,U718,L288,Rome,ITA,6/14/2023,6/15/2023,258.17,4,Shared Room,5/19/2023,FALSE,Unknown
B2187,U685,L456,Tokyo,JPN,12/27/2024,12/31/2024,282.86,3,Entire Home,11/29/2024,FALSE,Yen
B2188,U228,L308,Toronto,CAN,9/25/2024,9/26/2024,148.07,5,Shared Room,9/10/2024,TRUE,Canadian Dollar
B2189,U936,L439,Barcelona,ESP,11/17/2023,11/28/2023,151.27,4,Entire Home,10/6/2023,TRUE,Unknown
B2190,U922,L390,Toronto,CAN,7/19/2023,7/24/2023,76.1,3,Shared Room,7/12/2023,FALSE,Canadian Dollar
B2191,U128,L322,Tokyo,JPN,6/16/2023,6/25/2023,66.33,5,Entire Home,6/9/2023,FALSE,Yen
B2192,U292,L482,Berlin,DEU,10/15/2024,10/16/2024,117.29,5,Shared Room,9/29/2024,TRUE,Unknown
